Continuous Case:
Configuration:
pho = 0.1
diff_thresold = 1e-5
train_error_threshold = 1e-5
   244      1283    8303.13557537       0.02776863
   245      1287    8302.73924802       0.03131999
   246      1291    8302.43846675       0.02446653
   247      1295    8302.02291792       0.02969711
   248      1300    8301.55490154       0.03815353
   249      1305    8301.01981764       0.03022674
   250      1309    8300.53201450       0.02793617
   251      1314    8300.24164010       0.02952910
   252      1318    8299.83143529       0.02936886
   253      1323    8299.19830532       0.03778315
   254      1329    8298.72042107       0.03498268
   255      1334    8298.19196047       0.02897634
   256      1339    8297.64490370       0.03933103
   257      1345    8297.08958272       0.03821035
   258      1351    8296.26361443       0.03622252
   259      1357    8295.64814020       0.04292297
   260      1362    8294.95611247       0.04126018
   261      1366    8294.50202155       0.02593468
   262      1370    8294.12428450       0.03649278
   263      1374    8293.30721170       0.03455135
   264      1378    8292.59047469       0.02683766
   265      1382    8292.06029368       0.02989751
   266      1387    8291.33645099       0.03815181
   267      1392    8290.82563659       0.03314815
   268      1396    8290.35483142       0.02617676
   269      1401    8289.82243319       0.03098681
   270      1406    8289.13388508       0.03059070
   271      1411    8288.42690685       0.03367060
   272      1416    8287.93998925       0.03478870
   273      1421    8287.44744156       0.03076995
   274      1426    8286.85589323       0.02671271
   275      1431    8286.45732115       0.02321628
   276      1436    8285.98292944       0.02537686
   277      1441    8285.59283169       0.03669182
   278      1447    8284.88404086       0.04331970
   279      1453    8283.11344973       0.05746176
   280      1460    8280.60362391       0.05833948
   281      1464    8279.38689854       0.04604293
   282      1468    8278.25179359       0.04235088
   283      1472    8277.65013740       0.03657972
   284      1476    8277.13205175       0.02895119
   285      1480    8276.40252600       0.02956197
   286      1484    8275.78509102       0.02884067
   287      1488    8275.36106669       0.02880792
   288      1492    8275.03615854       0.02868124
   289      1497    8274.63519439       0.02865196
   290      1502    8274.12601453       0.02988285
   291      1507    8273.51882911       0.02858211
   292      1511    8272.96140730       0.02734336
   293      1515    8272.55879822       0.03438088
   294      1520    8272.09375440       0.03126859
   295      1525    8271.41347983       0.03085633
   296      1530    8270.90031907       0.02817517
   297      1535    8270.42140740       0.02795544
   298      1540    8270.01234499       0.02597617
   299      1545    8269.77337098       0.02497764
   300      1550    8269.47022811       0.02716096
   301      1554    8269.26327689       0.01987710
   302      1558    8269.10150286       0.02250650
   303      1562    8268.80119191       0.02429288
   304      1566    8268.44309622       0.02433192
   305      1570    8268.04891521       0.02998310
   306      1574    8267.64180325       0.03238080
   307      1579    8267.23374094       0.03033683
   308      1584    8266.73210213       0.02578375
   309      1589    8266.26218340       0.02664759
   310      1594    8265.81226203       0.03579628
   311      1599    8265.40776400       0.02798252
   312      1604    8265.01818301       0.02518300
   313      1609    8264.65748631       0.02688197
   314      1614    8264.25415975       0.02613390
   315      1619    8263.87218933       0.03359986
   316      1624    8263.48424697       0.02922968
   317      1629    8262.99579943       0.02498365
   318      1634    8262.45423384       0.03172309
   319      1639    8261.88469244       0.04023010
   320      1644    8261.31376387       0.03936411
   321      1648    8260.91608455       0.03232386
   322      1651    8260.49686267       0.03013426
   323      1655    8260.05427692       0.02377026
   324      1659    8259.64190433       0.02674368
   325      1663    8259.28757833       0.02732382
   326      1667    8258.95237623       0.02795010
   327      1672    8258.66800022       0.02602258
   328      1676    8258.32851546       0.02405414
   329      1680    8257.97893986       0.02211657
   330      1684    8257.52314848       0.02943057
   331      1689    8257.24358301       0.02930087
   332      1694    8256.80089768       0.02634895
   333      1699    8256.38793135       0.02544399
   334      1704    8256.07188532       0.02760347
   335      1709    8255.62445047       0.02668567
   336      1714    8255.35069935       0.02743188
   337      1719    8255.08836727       0.02253655
   338      1724    8254.79370567       0.01755713
   339      1728    8254.57871697       0.01972295
   340      1733    8254.24665941       0.03902775
   341      1737    8254.02202809       0.01847897
   342      1741    8253.99884312       0.02481633
   343      1745    8253.81131612       0.01816109
   344      1749    8253.58561410       0.02213612
   345      1753    8253.39735716       0.02292128
   346      1757    8253.18985399       0.02491583
   347      1761    8252.89808942       0.02690820
   348      1766    8252.52316216       0.02540073
   349      1771    8252.26206566       0.02982122
   350      1776    8251.97530581       0.02346198
   351      1780    8251.62968426       0.02696200
   352      1785    8251.30678613       0.03136016
   353      1790    8251.00625999       0.02392193
   354      1795    8250.78750714       0.02303507
   355      1800    8250.52434874       0.02432841
   356      1805    8250.28576117       0.02804247
   357      1810    8250.01872218       0.02460723
   358      1815    8249.66586417       0.02395046
   359      1820    8249.43399061       0.02991427
   360      1825    8249.12796456       0.02423022
   361      1828    8248.95834141       0.01738778
   362      1832    8248.84843448       0.01911476
   363      1836    8248.64015961       0.02378402
   364      1840    8248.37118068       0.02688305
   365      1845    8247.99489768       0.02519948
   366      1849    8247.72099710       0.02490841
   367      1853    8247.55579108       0.02097215
   368      1857    8247.27959858       0.02213381
   369      1861    8247.02800774       0.02433508
   370      1866    8246.79370978       0.02571050
   371      1871    8246.50631137       0.02939991
   372      1876    8246.19005601       0.02405616
   373      1881    8245.87841841       0.02277307
   374      1886    8245.65475648       0.02605486
   375      1891    8245.46911046       0.02013256
   376      1896    8245.18750514       0.02111527
   377      1901    8245.03228295       0.01957831
   378      1905    8244.87380465       0.02128267
   379      1910    8244.66219375       0.02943956
   380      1915    8244.06426981       0.03536213
   381      1918    8243.71190301       0.02422028
   382      1922    8243.49752598       0.02415086
   383      1926    8243.25568388       0.02028447
   384      1929    8243.07654489       0.02228792
   385      1933    8242.90366450       0.01741474
   386      1936    8242.71544504       0.02402952
   387      1940    8242.54418369       0.01949400
   388      1944    8242.25341479       0.02501803
   389      1949    8241.95617342       0.02514273
   390      1954    8241.74390446       0.02181352
   391      1958    8241.47391496       0.02044311
   392      1962    8241.23936911       0.02629642
   393      1967    8241.03221123       0.02060209
   394      1972    8240.80209808       0.02311259
   395      1977    8240.62814896       0.02226943
   396      1982    8240.33109453       0.02315618
   397      1987    8240.01726065       0.02449321
   398      1992    8239.85048729       0.01754727
   399      1996    8239.65919070       0.01979575
   400      2001    8239.48195051       0.02523171
   401      2005    8239.36678081       0.01538413
   402      2008    8239.28353091       0.02082793
   403      2012    8239.16045338       0.01944561
   404      2016    8238.97470086       0.02653364
   405      2020    8238.74991786       0.02353636
   406      2024    8238.47872337       0.02268383
   407      2028    8238.34627517       0.02219777
   408      2032    8238.14541368       0.01981154
   409      2036    8237.95690696       0.02650050
   410      2041    8237.73284886       0.02235706
   411      2046    8237.57449052       0.02254167
   412      2051    8237.39073691       0.02021295
   413      2055    8237.16347658       0.02946619
   414      2060    8236.94459774       0.02218459
   415      2064    8236.72518255       0.02080360
   416      2068    8236.58532587       0.02212094
   417      2073    8236.43617437       0.01875354
   418      2077    8236.29549046       0.02147119
   419      2082    8236.09719290       0.02112102
   420      2087    8235.97731893       0.02202325
   421      2090    8235.89519384       0.01372785
   422      2093    8235.81177515       0.01526148
   423      2097    8235.69921647       0.01968028
   424      2101    8235.47761188       0.02046262
   425      2105    8235.28619394       0.02166216
   426      2109    8235.15616553       0.02088203
   427      2113    8234.93377517       0.01994882
   428      2117    8234.73463407       0.02351133
   429      2122    8234.54539081       0.02088033
   430      2126    8234.31555429       0.02275864
   431      2131    8234.18617243       0.01996315
   432      2135    8233.99386909       0.01649137
   433      2139    8233.80081541       0.01976666
   434      2143    8233.65171710       0.02777071
   435      2148    8233.27179884       0.01894101
   436      2153    8233.06878413       0.01931217
   437      2158    8232.93960961       0.02032582
   438      2163    8232.77871814       0.02347454
   439      2168    8232.43357887       0.03890796
   440      2174    8231.59175108       0.04397534
   441      2178    8231.01416556       0.03117475
   442      2182    8230.71750574       0.02632110
   443      2186    8230.44764403       0.01937081
   444      2190    8230.29040231       0.01983612
   445      2193    8230.16766465       0.01998108
   446      2197    8229.93262971       0.02551445
   447      2202    8229.75851614       0.02089665
   448      2206    8229.53062707       0.01739427
